envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
440	5328000	5280000	5760000	5400000	5040000	5160000	
441	5349000	5277000	5877000	5397000	5037000	5157000	
442	5346000	5274000	5874000	5394000	5034000	5154000	
443	5343000	5271000	5871000	5391000	5031000	5151000	
444	5364000	5268000	5868000	5388000	5028000	5268000	
445	5385000	5265000	5865000	5385000	5025000	5385000	
446	5382000	5262000	5862000	5382000	5022000	5382000	
447	5379000	5259000	5859000	5379000	5019000	5379000	
448	5400000	5256000	5856000	5376000	5016000	5496000	
449	5421000	5253000	5853000	5373000	5133000	5493000	
450	5418000	5250000	5850000	5370000	5130000	5490000	
451	5439000	5247000	5847000	5487000	5127000	5487000	
452	5436000	5244000	5844000	5484000	5124000	5484000	
453	5481000	5241000	5841000	5601000	5121000	5601000	
454	5502000	5238000	5838000	5598000	5238000	5598000	
455	5499000	5235000	5835000	5595000	5235000	5595000	
456	5544000	5352000	5832000	5592000	5352000	5592000	
457	5541000	5349000	5829000	5589000	5349000	5589000	
458	5562000	5346000	5946000	5586000	5346000	5586000	
459	5583000	5343000	5943000	5583000	5343000	5703000	
460	5628000	5460000	5940000	5580000	5340000	5820000	
461	5625000	5457000	5937000	5577000	5337000	5817000	
462	5622000	5454000	5934000	5574000	5334000	5814000	
463	5643000	5451000	5931000	5691000	5331000	5811000	
464	5640000	5448000	5928000	5688000	5328000	5808000	
465	5637000	5445000	5925000	5685000	5325000	5805000	
466	5634000	5442000	5922000	5682000	5322000	5802000	
467	5655000	5559000	5919000	5679000	5319000	5799000	
468	5652000	5556000	5916000	5676000	5316000	5796000	
469	5673000	5673000	5913000	5673000	5313000	5793000	
470	5670000	5670000	5910000	5670000	5310000	5790000	
471	5715000	5667000	5907000	5667000	5427000	5907000	
472	5712000	5664000	5904000	5664000	5424000	5904000	
473	5733000	5661000	5901000	5661000	5421000	6021000	
474	5754000	5658000	5898000	5778000	5418000	6018000	
475	5775000	5775000	5895000	5775000	5415000	6015000	
476	5796000	5772000	5892000	5772000	5532000	6012000	
477	5793000	5769000	5889000	5769000	5529000	6009000	
478	5838000	5766000	6006000	5766000	5646000	6006000	
479	5835000	5763000	6003000	5763000	5643000	6003000	
480	5832000	5760000	6e+06	5760000	5640000	6e+06	
481	5829000	5757000	5997000	5757000	5637000	5997000	
482	5826000	5754000	5994000	5754000	5634000	5994000	
483	5823000	5751000	5991000	5751000	5631000	5991000	
484	5820000	5748000	5988000	5748000	5628000	5988000	
485	5841000	5745000	5985000	5745000	5625000	6105000	
486	5862000	5742000	5982000	5862000	5622000	6102000	
487	5859000	5739000	5979000	5859000	5619000	6099000	
488	5856000	5736000	5976000	5856000	5616000	6096000	
489	5877000	5733000	5973000	5853000	5733000	6093000	
490	5874000	5730000	5970000	5850000	5730000	6090000	
491	5871000	5727000	5967000	5847000	5727000	6087000	
492	5868000	5724000	5964000	5844000	5724000	6084000	
493	5889000	5721000	5961000	5841000	5721000	6201000	
494	5910000	5718000	5958000	5838000	5838000	6198000	
495	5955000	5715000	5955000	5835000	5955000	6315000	
496	5976000	5712000	5952000	5832000	6072000	6312000	
497	5973000	5709000	5949000	5829000	6069000	6309000	
498	5994000	5826000	5946000	5826000	6066000	6306000	
499	6015000	5823000	6063000	5823000	6063000	6303000	
500	6036000	5940000	6060000	5820000	6060000	6300000	
501	6033000	5937000	6057000	5817000	6057000	6297000	
