envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
459	5847000	5823000	6183000	5943000	5703000	5583000	
460	5892000	5940000	6300000	5940000	5700000	5580000	
461	5889000	5937000	6297000	5937000	5697000	5577000	
462	5910000	5934000	6294000	6054000	5694000	5574000	
463	5931000	5931000	6291000	6051000	5691000	5691000	
464	5952000	5928000	6288000	6168000	5688000	5688000	
465	5973000	5925000	6285000	6165000	5805000	5685000	
466	5970000	5922000	6282000	6162000	5802000	5682000	
467	5967000	5919000	6279000	6159000	5799000	5679000	
468	5964000	5916000	6276000	6156000	5796000	5676000	
469	6009000	5913000	6273000	6273000	5793000	5793000	
470	6030000	5910000	6270000	6270000	5910000	5790000	
471	6027000	5907000	6267000	6267000	5907000	5787000	
472	6024000	5904000	6264000	6264000	5904000	5784000	
473	6069000	6021000	6261000	6381000	5901000	5781000	
474	6090000	6138000	6258000	6378000	5898000	5778000	
475	6111000	6135000	6255000	6375000	5895000	5895000	
476	6132000	6132000	6252000	6372000	6012000	5892000	
477	6129000	6129000	6249000	6369000	6009000	5889000	
478	6150000	6246000	6246000	6366000	6006000	5886000	
479	6147000	6243000	6243000	6363000	6003000	5883000	
480	6144000	6240000	6240000	6360000	6e+06	5880000	
481	6165000	6237000	6237000	6357000	6117000	5877000	
482	6162000	6234000	6234000	6354000	6114000	5874000	
483	6207000	6351000	6231000	6351000	6231000	5871000	
484	6204000	6348000	6228000	6348000	6228000	5868000	
485	6249000	6465000	6225000	6345000	6225000	5985000	
486	6294000	6462000	6222000	6342000	6342000	6102000	
487	6339000	6459000	6219000	6339000	6459000	6219000	
488	6336000	6456000	6216000	6336000	6456000	6216000	
489	6333000	6453000	6213000	6333000	6453000	6213000	
490	6330000	6450000	6210000	6330000	6450000	6210000	
491	6375000	6447000	6327000	6327000	6447000	6327000	
492	6372000	6444000	6324000	6324000	6444000	6324000	
493	6369000	6441000	6321000	6321000	6441000	6321000	
494	6366000	6438000	6318000	6318000	6438000	6318000	
495	6411000	6435000	6315000	6315000	6555000	6435000	
496	6408000	6432000	6312000	6312000	6552000	6432000	
497	6453000	6429000	6309000	6429000	6549000	6549000	
498	6450000	6426000	6306000	6426000	6546000	6546000	
499	6447000	6423000	6303000	6423000	6543000	6543000	
500	6468000	6420000	6420000	6420000	6540000	6540000	
501	6489000	6417000	6417000	6537000	6537000	6537000	
502	6510000	6414000	6414000	6654000	6534000	6534000	
503	6531000	6531000	6411000	6651000	6531000	6531000	
504	6528000	6528000	6408000	6648000	6528000	6528000	
505	6525000	6525000	6405000	6645000	6525000	6525000	
506	6522000	6522000	6402000	6642000	6522000	6522000	
507	6543000	6519000	6519000	6639000	6519000	6519000	
508	6540000	6516000	6516000	6636000	6516000	6516000	
509	6537000	6513000	6513000	6633000	6513000	6513000	
510	6558000	6510000	6510000	6630000	6510000	6630000	
511	6603000	6507000	6627000	6627000	6627000	6627000	
512	6600000	6504000	6624000	6624000	6624000	6624000	
513	6621000	6501000	6621000	6621000	6741000	6621000	
514	6642000	6498000	6618000	6738000	6738000	6618000	
515	6687000	6615000	6615000	6735000	6735000	6735000	
516	6684000	6612000	6612000	6732000	6732000	6732000	
517	6681000	6609000	6609000	6729000	6729000	6729000	
518	6678000	6606000	6606000	6726000	6726000	6726000	
519	6675000	6603000	6603000	6723000	6723000	6723000	
520	6672000	6600000	6600000	6720000	6720000	6720000	
521	6669000	6597000	6597000	6717000	6717000	6717000	
522	6666000	6594000	6594000	6714000	6714000	6714000	
523	6663000	6591000	6591000	6711000	6711000	6711000	
524	6660000	6588000	6588000	6708000	6708000	6708000	
525	6657000	6585000	6585000	6705000	6705000	6705000	
526	6702000	6582000	6702000	6702000	6702000	6822000	
527	6723000	6579000	6699000	6699000	6819000	6819000	
528	6744000	6696000	6696000	6696000	6816000	6816000	
529	6741000	6693000	6693000	6693000	6813000	6813000	
