envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
415	5163000	5115000	5355000	5475000	5235000	4635000	
416	5184000	5112000	5352000	5592000	5232000	4632000	
417	5205000	5109000	5349000	5709000	5229000	4629000	
418	5226000	5106000	5346000	5706000	5346000	4626000	
419	5247000	5103000	5343000	5703000	5343000	4743000	
420	5244000	5100000	5340000	5700000	5340000	4740000	
421	5265000	5097000	5337000	5817000	5337000	4737000	
422	5262000	5094000	5334000	5814000	5334000	4734000	
423	5283000	5091000	5451000	5811000	5331000	4731000	
424	5280000	5088000	5448000	5808000	5328000	4728000	
425	5301000	5205000	5445000	5805000	5325000	4725000	
426	5298000	5202000	5442000	5802000	5322000	4722000	
427	5295000	5199000	5439000	5799000	5319000	4719000	
428	5292000	5196000	5436000	5796000	5316000	4716000	
429	5313000	5193000	5433000	5793000	5433000	4713000	
430	5334000	5190000	5550000	5790000	5430000	4710000	
431	5355000	5187000	5667000	5787000	5427000	4707000	
432	5352000	5184000	5664000	5784000	5424000	4704000	
433	5373000	5181000	5661000	5781000	5421000	4821000	
434	5442000	5178000	5778000	5898000	5538000	4818000	
435	5439000	5175000	5775000	5895000	5535000	4815000	
436	5460000	5292000	5772000	5892000	5532000	4812000	
437	5481000	5289000	5889000	5889000	5529000	4809000	
438	5502000	5286000	5886000	5886000	5646000	4806000	
439	5499000	5283000	5883000	5883000	5643000	4803000	
440	5520000	5280000	5880000	5880000	5640000	4920000	
441	5517000	5277000	5877000	5877000	5637000	4917000	
442	5538000	5274000	5874000	5874000	5754000	4914000	
443	5583000	5391000	5871000	5871000	5871000	4911000	
444	5580000	5388000	5868000	5868000	5868000	4908000	
445	5577000	5385000	5865000	5865000	5865000	4905000	
446	5598000	5502000	5862000	5862000	5862000	4902000	
447	5643000	5619000	5859000	5859000	5859000	5019000	
448	5640000	5616000	5856000	5856000	5856000	5016000	
449	5685000	5613000	5853000	5853000	5973000	5133000	
450	5682000	5610000	5850000	5850000	5970000	5130000	
451	5703000	5607000	5967000	5847000	5967000	5127000	
452	5724000	5604000	6084000	5844000	5964000	5124000	
453	5721000	5601000	6081000	5841000	5961000	5121000	
